City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Labuhan,ID,-6.8844,112.2051,85.5,59,100,5.26,overcast clouds
335,Ust-Tsilma,RU,65.441,52.1498,33.31,94,28,1.68,scattered clouds
336,Najran,SA,17.4924,44.1277,70.45,29,77,2.21,broken clouds
337,Buraydah,SA,26.326,43.975,70.25,15,5,6.82,clear sky
338,Pozo Colorado,PY,-23.4923,-58.7972,80.58,60,99,10.02,overcast clouds
339,Almaznyy,RU,48.0448,40.045,41.14,59,0,8.32,clear sky
340,Zhangjiakou,CN,40.81,114.8794,64.74,58,41,7.94,scattered clouds
341,Ambovombe,MG,-25.1667,46.0833,74.68,59,0,6.4,clear sky
342,Cayenne,GF,4.9333,-52.3333,83.08,80,0,3.0,clear sky
343,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,90,9.22,mist
344,Cochrane,CA,51.1834,-114.4687,51.04,37,1,4.61,clear sky
345,Lovington,US,32.944,-103.3485,59.04,69,35,5.37,scattered clouds
346,Hinton,CA,53.4001,-117.5857,45.1,69,60,6.06,broken clouds
347,Kupang,ID,-10.1667,123.5833,85.87,61,91,10.07,overcast clouds
348,Huarmey,PE,-10.0681,-78.1522,63.16,85,75,9.28,broken clouds
349,Dumas,US,35.8656,-101.9732,58.42,100,1,5.75,clear sky
350,Senanga,ZM,-16.1167,23.2667,71.74,45,87,4.92,overcast clouds
351,Roseburg,US,43.2165,-123.3417,53.35,81,68,1.36,broken clouds
352,Brand-Erbisdorf,DE,50.8667,13.3333,51.94,80,72,7.49,broken clouds
353,Cavaillon,FR,43.8312,5.0359,61.99,94,66,2.3,broken clouds
354,Ulaanbaatar,MN,47.9077,106.8832,46.53,57,75,8.95,broken clouds
355,Nouadhibou,MR,20.931,-17.0347,64.38,100,40,8.05,mist
356,Abonnema,NG,4.7084,6.7931,74.44,94,99,3.87,overcast clouds
357,Traralgon,AU,-38.1833,146.5333,66.42,71,99,3.0,overcast clouds
358,Arona,ES,28.0996,-16.681,76.91,32,0,2.3,clear sky
359,Galesong,ID,-5.3166,119.3661,87.82,61,93,10.29,overcast clouds
360,Torbay,CA,47.6666,-52.7314,56.75,99,90,8.05,light intensity drizzle
361,Marquette,US,46.5333,-87.6335,65.77,97,100,2.24,overcast clouds
362,Egvekinot,RU,66.3167,-179.1667,12.94,78,1,3.69,clear sky
363,Vanavara,RU,60.34,102.2797,40.5,56,100,4.85,overcast clouds
364,Mocuba,MZ,-16.8392,36.9856,71.15,82,31,3.53,scattered clouds
365,Iranshahr,IR,27.2025,60.6848,89.94,17,100,6.91,overcast clouds
366,Berthierville,CA,46.0834,-73.1824,57.18,87,100,1.01,overcast clouds
367,Mundwa,IN,27.0667,73.8167,88.77,52,27,11.3,scattered clouds
368,Charters Towers,AU,-20.1,146.2667,92.19,13,0,12.75,clear sky
369,Roshal,RU,55.6685,39.8749,35.53,92,18,2.73,few clouds
370,Malaryta,BY,51.7905,24.074,49.53,53,100,9.04,overcast clouds
371,Inirida,CO,3.8653,-67.9239,73.67,96,94,3.13,overcast clouds
372,Severo-Kurilsk,RU,50.6789,156.125,49.73,96,100,14.45,moderate rain
373,Kungurtug,RU,50.5994,97.5228,36.0,60,100,8.41,overcast clouds
374,Jiexiu,CN,37.0244,111.9125,79.21,43,0,1.79,clear sky
375,Salinopolis,BR,-0.6136,-47.3561,79.25,80,48,8.14,scattered clouds
376,Kinablangan,PH,7.6947,126.5503,85.8,67,84,5.35,broken clouds
377,Sembakung,ID,3.8167,117.25,85.93,63,93,2.98,overcast clouds
378,Muncie,US,40.1934,-85.3864,63.21,84,47,1.99,scattered clouds
379,Storforshei,NO,66.4043,14.5233,51.66,94,100,5.55,overcast clouds
380,Hami,CN,42.8,93.45,65.61,28,47,5.55,scattered clouds
381,Ancud,CL,-41.8697,-73.8203,42.33,66,54,16.58,broken clouds
382,Gondanglegi,ID,-7.7479,112.0132,90.93,40,100,7.25,overcast clouds
383,Soroti,UG,1.7146,33.6111,64.42,92,100,1.3,light rain
384,Bafq,IR,31.6128,55.4107,74.98,25,2,7.78,clear sky
385,Paamiut,GL,61.994,-49.6678,39.11,66,2,9.31,clear sky
386,La Ronge,CA,55.1001,-105.2842,48.45,66,1,4.61,clear sky
387,Kaeo,NZ,-35.1,173.7833,66.33,61,0,6.11,clear sky
388,Bilma,NE,18.6853,12.9164,78.1,25,0,13.96,clear sky
389,Katiola,CI,8.1333,-5.1,74.03,98,100,3.62,overcast clouds
390,Puerto Santander,CO,8.3636,-72.4063,80.01,95,45,2.91,scattered clouds
391,Skovorodino,RU,53.9833,123.9167,43.84,42,16,5.17,few clouds
392,Ust-Tarka,RU,55.5672,75.705,36.19,76,96,14.09,light rain
393,North Platte,US,41.1239,-100.7654,57.38,92,27,5.01,scattered clouds
394,Smirnykh,RU,49.75,142.8333,49.93,83,78,3.44,broken clouds
395,Mogadishu,SO,2.0371,45.3438,78.67,89,40,11.5,scattered clouds
396,Saint Anthony,US,45.0205,-93.218,69.73,89,40,0.0,scattered clouds
397,Muros,ES,42.7762,-9.0603,65.98,93,99,9.26,overcast clouds
398,Floro,NO,61.5996,5.0328,53.96,71,75,21.85,broken clouds
399,Norwich,GB,52.6278,1.2983,47.46,91,94,4.61,overcast clouds
400,Kruisfontein,ZA,-34.0033,24.7314,53.89,87,74,15.52,broken clouds
401,Hit,IQ,33.6416,42.8251,80.94,28,41,6.71,scattered clouds
402,Boden,SE,65.8252,21.6886,50.0,95,100,13.65,light rain
403,Sorong,ID,-0.8833,131.25,81.86,77,98,7.36,overcast clouds
404,Henties Bay,NA,-22.116,14.2845,50.86,90,27,10.31,scattered clouds
405,Udachnyy,RU,66.4167,112.4,38.1,38,17,1.68,few clouds
406,Feltre,IT,46.0235,11.907,58.15,89,83,3.31,broken clouds
407,Kadom,RU,54.5592,42.4675,38.3,89,7,3.94,clear sky
408,Te Anau,NZ,-45.4167,167.7167,53.24,69,98,5.17,moderate rain
409,Pangnirtung,CA,66.1451,-65.7125,37.44,74,99,3.29,overcast clouds
410,Naze,JP,28.3667,129.4833,83.32,62,0,12.97,clear sky
411,Bratsk,RU,56.1325,101.6142,39.69,78,100,11.79,overcast clouds
412,Tiarei,PF,-17.5333,-149.3333,80.62,73,14,20.67,few clouds
413,Zyryanovsk,KZ,49.7386,84.2719,36.95,96,100,4.23,overcast clouds
414,Aripuana,BR,-9.1667,-60.6333,73.94,87,12,1.72,few clouds
415,Buchanan,LR,5.8808,-10.0467,75.63,93,100,5.17,moderate rain
416,Christchurch,NZ,-43.5333,172.6333,62.8,66,97,5.01,overcast clouds
417,Guerrero Negro,MX,27.9769,-114.0611,71.98,78,0,11.39,clear sky
418,Solnechnyy,RU,50.7214,136.6319,51.26,41,49,2.64,scattered clouds
419,Codrington,AU,-38.2667,141.9667,59.05,81,92,7.96,overcast clouds
420,Pacific Grove,US,36.6177,-121.9166,71.26,88,31,3.0,scattered clouds
421,Barranca,PE,-10.75,-77.7667,60.69,88,51,8.93,broken clouds
422,Fort Nelson,CA,58.8053,-122.7002,47.79,49,40,5.75,scattered clouds
423,Ritchie,ZA,-29.038,24.6028,47.41,43,0,10.65,clear sky
424,Sile,TR,41.1754,29.6133,58.57,73,100,15.17,overcast clouds
425,Ibotirama,BR,-12.1853,-43.2206,82.47,41,77,8.3,broken clouds
426,Canyon,US,34.9803,-101.9188,59.47,92,58,0.43,broken clouds
427,Kalengwa,ZM,-13.4659,25.0027,68.68,51,72,4.68,broken clouds
428,Nuevo Progreso,MX,23.1667,-97.95,79.59,82,91,3.58,overcast clouds
429,Namibe,AO,-15.1961,12.1522,60.69,84,2,6.49,clear sky
430,Am Timan,TD,11.0297,20.2827,72.82,85,89,5.93,overcast clouds
431,Svetlogorsk,BY,52.6333,29.7333,39.85,83,60,6.76,broken clouds
432,Oyama,JP,36.3,139.8,86.59,34,0,4.92,clear sky
433,Lavrentiya,RU,65.5833,-171.0,27.54,76,30,12.57,scattered clouds
434,Hofn,IS,64.2539,-15.2082,48.54,79,100,16.98,overcast clouds
435,Celestun,MX,20.8667,-90.4,80.91,78,43,14.03,scattered clouds
436,Rancho Palos Verdes,US,33.7445,-118.387,80.67,43,1,3.0,clear sky
437,Mercedes,AR,-34.6515,-59.4307,56.89,71,0,6.4,clear sky
438,Chipinge,ZW,-20.1883,32.6236,61.2,63,0,3.58,clear sky
439,Ileza,RU,61.0533,43.9002,42.13,97,100,2.91,overcast clouds
440,Kasempa,ZM,-13.4584,25.8338,64.38,43,8,1.61,clear sky
441,Sayyan,YE,15.1718,44.3244,64.69,29,99,5.5,overcast clouds
442,Grand Haven,US,43.0631,-86.2284,67.01,82,98,9.57,overcast clouds
443,Porto Belo,BR,-27.1578,-48.5531,72.09,92,94,6.33,overcast clouds
444,George,ZA,-33.963,22.4617,53.15,76,40,11.5,scattered clouds
445,Conde,BR,-7.2597,-34.9075,76.46,94,40,4.61,scattered clouds
446,Gloversville,US,43.0528,-74.3438,49.12,96,90,0.0,overcast clouds
447,Zhangye,CN,38.9342,100.4517,65.75,26,16,9.75,few clouds
448,Kamenka,RU,51.3223,42.7678,46.33,76,91,3.09,overcast clouds
449,Ushtobe,KZ,45.2514,77.9838,47.17,58,40,10.85,scattered clouds
450,Vostok,RU,46.4856,135.8833,50.61,50,65,7.02,broken clouds
451,Manjeshwar,IN,12.7194,74.8861,83.35,80,94,1.16,overcast clouds
452,Sur,OM,22.5667,59.5289,87.87,59,100,9.46,overcast clouds
453,Skibbereen,IE,51.55,-9.2667,51.6,86,100,18.7,overcast clouds
454,Kalyazin,RU,57.2403,37.8433,35.87,92,32,3.15,scattered clouds
455,San Buenaventura,MX,27.0833,-101.5333,74.84,75,84,1.14,broken clouds
456,Brigantine,US,39.4101,-74.3646,61.02,86,1,4.85,clear sky
457,Griffith,US,41.5284,-87.4237,75.88,64,1,1.01,clear sky
458,Saint-Ambroise,CA,48.5501,-71.3324,44.58,87,100,8.05,overcast clouds
459,Buin,CL,-33.7333,-70.75,51.84,73,99,2.51,light rain
460,Hasaki,JP,35.7333,140.8333,81.0,56,0,3.06,clear sky
461,Ketchikan,US,55.3422,-131.6461,49.98,93,100,38.23,heavy intensity rain
462,Gazli,UZ,40.1333,63.45,52.41,32,7,21.9,clear sky
463,Prainha,BR,-1.8,-53.48,76.26,80,100,2.68,overcast clouds
464,Lima,PE,-12.0432,-77.0282,59.25,82,90,10.36,overcast clouds
465,Allapalli,IN,19.4167,80.0667,83.3,79,46,3.51,scattered clouds
466,Plaster Rock,CA,46.9065,-67.39,45.12,97,100,4.09,overcast clouds
467,Brae,GB,60.3964,-1.353,51.71,79,89,25.93,overcast clouds
468,Prince Rupert,CA,54.3161,-130.3201,51.49,87,90,25.32,moderate rain
469,Zaraza,VE,9.3503,-65.3245,73.62,93,30,3.76,scattered clouds
470,Butterworth,MY,5.3991,100.3638,88.0,73,20,3.0,light rain
471,Afyonkarahisar,TR,38.75,30.6667,44.01,78,0,2.91,clear sky
472,Olenegorsk,RU,68.15,33.3,43.38,81,98,10.27,overcast clouds
473,Westport,US,41.1415,-73.3579,60.19,84,37,4.0,scattered clouds
474,Ouahigouya,BF,13.5828,-2.4216,80.56,62,99,6.17,overcast clouds
475,Coihaique,CL,-45.5752,-72.0662,35.55,100,90,0.0,light rain
476,Sabha,LY,27.0377,14.4283,69.87,60,3,8.68,clear sky
477,Itsukaichi,JP,35.7253,139.2178,87.67,45,4,6.87,clear sky
478,Carmelo,UY,-33.9892,-58.2856,60.75,68,0,6.6,clear sky
479,Daru,PG,-9.0763,143.2092,83.05,72,72,8.25,broken clouds
480,Yemtsa,RU,63.0734,40.3329,41.86,81,100,2.95,overcast clouds
481,Yangliuqing,CN,39.1375,116.9997,75.15,58,41,5.86,scattered clouds
482,Olinda,BR,-8.0089,-34.8553,76.73,88,75,11.5,mist
483,Aklavik,CA,68.2191,-135.0107,34.63,99,100,2.93,overcast clouds
484,Chala,TZ,-7.5833,31.2667,60.57,54,70,4.56,broken clouds
485,Bonthe,SL,7.5264,-12.505,76.84,89,99,7.87,moderate rain
486,Ostrovnoy,RU,68.0531,39.5131,40.05,82,61,15.14,broken clouds
487,Santa Barbara,US,34.7333,-120.0343,69.35,59,1,0.0,clear sky
488,Umm Lajj,SA,25.0213,37.2685,79.99,55,4,8.03,clear sky
489,Asau,RO,46.4333,26.4,39.76,72,1,1.68,clear sky
490,Maturin,VE,9.75,-63.1767,72.99,94,19,4.65,few clouds
491,Maceio,BR,-9.6658,-35.7353,78.24,94,40,6.91,scattered clouds
492,Bayonet Point,US,28.3267,-82.6834,79.99,84,21,1.01,few clouds
493,Eldoret,KE,0.5204,35.2699,57.36,85,100,2.75,overcast clouds
494,Daye,CN,30.0833,114.95,87.06,53,35,6.85,scattered clouds
495,Impfondo,CG,1.6381,18.0667,70.02,94,100,3.6,overcast clouds
496,Merrill,US,45.1805,-89.6835,63.55,97,1,0.0,clear sky
497,Tecoanapa,MX,16.5167,-98.75,79.5,82,95,4.07,overcast clouds
498,Norfolk,US,42.1668,-71.2495,55.09,90,1,0.0,mist
499,Kapoeta,SS,4.7717,33.5903,71.96,84,100,10.33,moderate rain
500,Matara,LK,5.9485,80.5353,82.04,75,96,6.04,overcast clouds
501,Dakar,SN,14.6937,-17.4441,80.73,89,100,11.5,overcast clouds
502,Lucapa,AO,-8.4192,20.7447,65.62,95,100,2.39,overcast clouds
503,Paita,PE,-5.0892,-81.1144,63.81,88,2,11.92,clear sky
504,Flin Flon,CA,54.7682,-101.865,53.91,61,57,7.56,broken clouds
505,Irshava,UA,48.3167,23.0385,53.65,97,99,3.18,overcast clouds
506,Scottsbluff,US,41.8666,-103.6672,58.28,51,99,1.99,overcast clouds
507,Itarema,BR,-2.9248,-39.9167,78.6,84,13,15.64,few clouds
508,Dudinka,RU,69.4058,86.1778,24.19,93,63,13.13,broken clouds
509,Tarata,BO,-17.6167,-66.0167,63.82,64,77,3.71,broken clouds
510,Mongo,TD,12.1844,18.693,76.62,62,67,4.52,broken clouds
511,Galesburg,US,40.9478,-90.3712,70.83,85,1,0.0,clear sky
512,Sitka,US,57.0531,-135.33,48.09,71,90,39.12,moderate rain
513,Rio Gallegos,AR,-51.6226,-69.2181,33.85,75,0,14.97,clear sky
514,Rawson,AR,-43.3002,-65.1023,58.05,45,100,15.48,overcast clouds
515,Namatanai,PG,-3.6667,152.4333,85.1,65,92,4.52,overcast clouds
516,San Pedro De Macoris,DO,18.4616,-69.2972,75.33,90,42,6.73,scattered clouds
517,Seydi,TM,39.4816,62.9137,53.64,30,4,20.09,clear sky
518,Pasni,PK,25.2631,63.471,80.51,88,99,30.29,light rain
519,Izhma,RU,65.0083,53.9113,33.15,85,49,2.59,scattered clouds
520,Coruripe,BR,-10.1256,-36.1756,74.95,87,8,11.32,clear sky
521,Berberati,CF,4.2612,15.7922,65.01,98,81,2.06,broken clouds
522,Gravdal,NO,68.1214,13.5031,49.53,85,100,12.41,overcast clouds
523,Turukhansk,RU,65.8167,87.9833,33.33,95,99,4.27,overcast clouds
524,Bud,US,39.447,-86.1758,65.21,79,48,6.87,scattered clouds
525,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,83,0,13.8,clear sky
526,Mount Gambier,AU,-37.8333,140.7667,60.71,77,90,6.91,overcast clouds
527,Bathsheba,BB,13.2167,-59.5167,84.81,70,40,25.32,scattered clouds
528,Mingaora,PK,34.7758,72.3625,75.74,66,24,2.73,few clouds
529,Zhezkazgan,KZ,47.8043,67.7144,40.44,73,29,8.08,scattered clouds
530,Benalla,AU,-36.55,145.9833,65.98,73,87,10.13,overcast clouds
531,Villa Del Rosario,CO,7.8339,-72.4742,75.58,88,40,5.75,scattered clouds
532,Luwuk,ID,-0.9516,122.7875,85.75,71,57,4.41,broken clouds
533,Severo-Yeniseyskiy,RU,60.3725,93.0408,34.75,76,100,5.79,overcast clouds
534,Noumea,NC,-22.2763,166.4572,77.0,99,100,8.14,moderate rain
535,Pangoa,PE,-12.1167,-73.0,71.89,77,52,3.24,broken clouds
536,Rundu,NA,-17.9333,19.7667,63.1,23,8,4.05,clear sky
537,Porto Nacional,BR,-10.7081,-48.4172,71.6,58,1,2.57,clear sky
538,Ampanihy,MG,-24.7,44.75,76.71,50,0,8.01,clear sky
539,Vaitape,PF,-16.5167,-151.75,79.11,74,7,17.6,clear sky
540,Beringovskiy,RU,63.05,179.3167,27.7,65,3,1.74,clear sky
541,Nenita,PH,12.4917,124.8044,83.79,82,100,4.72,overcast clouds
542,Hukeri,IN,16.2333,74.6,74.8,73,92,5.41,overcast clouds
543,Evensk,RU,61.95,159.2333,34.05,95,100,9.19,light rain
544,Grootfontein,NA,-19.5667,18.1167,54.97,22,0,5.75,clear sky
545,Borovoy,RU,55.4333,86.0833,38.48,93,90,8.95,light intensity shower rain
546,Manta,EC,-0.95,-80.7333,71.38,83,0,8.05,clear sky
547,Mayo,US,38.8876,-76.5119,59.22,92,2,4.41,clear sky
548,Inhambane,MZ,-23.865,35.3833,73.38,88,20,7.0,few clouds
549,Kokopo,PG,-4.352,152.2633,84.27,67,95,6.42,light rain
550,Derzhavinsk,KZ,51.1,66.3167,40.46,66,49,5.57,scattered clouds
551,San Quintin,MX,30.4833,-115.95,71.2,67,46,4.65,scattered clouds
552,Faya,SA,18.3851,42.4509,59.52,40,56,4.07,broken clouds
553,West Lafayette,US,40.4259,-86.9081,66.58,76,100,7.7,overcast clouds
554,Merauke,ID,-8.4667,140.3333,81.99,74,56,12.17,broken clouds
555,Leh,IN,34.1667,77.5833,55.15,50,13,6.42,few clouds
556,Anadyr,RU,64.75,177.4833,21.7,79,0,4.47,clear sky
557,Tambura,SS,5.6,27.4667,67.26,94,100,2.46,light rain
558,Carahue,CL,-38.7,-73.1667,43.59,95,97,6.58,overcast clouds
559,Plettenberg Bay,ZA,-34.0527,23.3716,55.44,85,87,11.52,overcast clouds
560,Mrakovo,RU,52.7161,56.6244,44.67,87,100,4.74,overcast clouds
561,Ardakan,IR,32.31,54.0175,70.18,26,0,11.9,clear sky
562,Lompoc,US,34.6391,-120.4579,74.79,97,90,0.0,fog
563,Mae Sot,TH,16.7167,98.5667,82.35,78,40,0.0,scattered clouds
564,Igarka,RU,67.4667,86.5833,30.99,94,100,9.53,overcast clouds
565,Slave Lake,CA,55.2834,-114.769,46.38,71,1,5.75,clear sky
566,Lazaro Cardenas,MX,17.9583,-102.2,78.66,85,97,3.36,overcast clouds
567,Tshela,CD,-4.9833,12.9333,73.53,92,100,2.17,overcast clouds
568,Kribi,CM,2.95,9.9167,73.0,92,99,4.03,overcast clouds
569,Maymyo,MM,22.0333,96.4667,74.57,89,87,4.0,overcast clouds
570,Rio Grande,BR,-32.035,-52.0986,52.95,86,0,10.71,clear sky
571,Deputatskiy,RU,69.3,139.9,22.05,55,0,3.51,clear sky
572,Wajir,KE,1.7471,40.0573,73.67,72,100,12.66,overcast clouds
573,Sosua,DO,19.7667,-70.5167,73.53,88,100,8.75,overcast clouds
574,Sambava,MG,-14.2667,50.1667,71.89,82,95,9.51,light rain
575,Puta,AZ,40.2967,49.6603,59.02,58,100,9.33,overcast clouds
576,Kyra,RU,49.5776,111.9753,33.42,94,100,5.99,snow
577,Ormara,PK,25.2088,64.6357,81.54,84,94,23.49,overcast clouds
578,Vianopolis,BR,-16.7419,-48.5164,69.6,69,68,7.94,broken clouds
579,Mangrol,IN,21.1167,70.1167,82.58,78,87,8.14,overcast clouds
580,Wembley,AU,-31.9333,115.8,66.69,65,75,18.41,broken clouds
581,Vila Velha,BR,-20.3297,-40.2925,75.15,83,75,8.05,broken clouds
582,Moree,AU,-29.4667,149.85,69.26,49,76,13.76,broken clouds
583,Isabela,PH,6.7085,121.9711,83.88,76,90,3.29,overcast clouds
584,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.72,93,90,2.44,overcast clouds
585,Ola,RU,59.5833,151.2833,43.63,92,72,8.59,light rain
586,Northam,GB,51.0333,-4.2167,57.02,87,100,16.24,overcast clouds
587,Altamira,BR,-3.2033,-52.2064,72.37,95,50,3.31,scattered clouds
588,Atherton,GB,53.5237,-2.4935,49.71,87,100,4.0,overcast clouds
589,Safaga,EG,26.7292,33.9365,77.45,56,0,16.06,clear sky
590,Kutum,SD,14.2,24.6667,73.06,25,0,6.31,clear sky
591,Cap Malheureux,MU,-19.9842,57.6142,75.47,65,48,11.01,scattered clouds
592,Sibolga,ID,1.7427,98.7792,86.58,55,99,4.63,overcast clouds
593,Ous,RU,60.9058,61.5186,34.52,75,53,4.72,broken clouds
594,Le Vauclin,MQ,14.5452,-60.8388,80.65,89,75,11.5,broken clouds
595,Iisalmi,FI,63.5592,27.1907,46.42,97,100,8.21,overcast clouds
596,Whyalla,AU,-33.0333,137.5833,75.43,34,7,13.15,clear sky
597,Khakhea,BW,-24.6895,23.494,57.16,32,97,10.76,overcast clouds
598,Wukari,NG,7.85,9.7833,71.85,98,98,4.12,overcast clouds
599,Zeya,RU,53.75,127.2667,44.4,45,83,4.72,broken clouds
600,Gazojak,TM,41.1875,61.4036,50.09,35,1,16.06,clear sky
601,Grand-Lahou,CI,5.1367,-5.0242,75.87,91,100,3.38,overcast clouds
602,Chapais,CA,49.7834,-74.8492,39.06,86,98,5.93,overcast clouds
603,Dingle,PH,10.9995,122.6711,87.12,70,94,2.53,overcast clouds
604,Cururupu,BR,-1.8283,-44.8683,74.66,94,49,2.93,scattered clouds
605,Surt,LY,31.2089,16.5887,72.72,75,2,7.07,clear sky
606,Awjilah,LY,29.1081,21.2869,67.57,61,0,8.59,clear sky
607,Forio,IT,40.7342,13.8646,68.81,84,60,1.01,broken clouds
608,Mahanoro,MG,-19.9,48.8,69.55,79,73,4.63,broken clouds
609,West Odessa,US,31.8424,-102.4988,64.85,89,40,3.44,scattered clouds
610,Lasa,IT,46.6166,10.7002,54.01,90,100,1.48,overcast clouds
611,Lar,IN,26.2039,83.9717,74.43,98,100,11.92,heavy intensity rain
612,Bathurst,AU,-33.4166,149.5806,60.71,79,91,12.03,overcast clouds
613,Novaya Igirma,RU,57.1334,103.9112,42.75,66,65,7.02,broken clouds
614,Barra,BR,-11.0894,-43.1417,78.48,53,8,7.4,clear sky
615,Bowen,AU,-20.0167,148.2333,81.01,65,0,15.86,clear sky
616,Monrovia,LR,6.3005,-10.7969,76.03,90,100,7.18,moderate rain
617,Omboue,GA,-1.5746,9.2618,74.91,89,100,4.63,overcast clouds
618,Praia,CV,14.9215,-23.5087,77.81,82,30,8.23,scattered clouds
619,Birao,CF,10.2849,22.7882,71.98,88,100,4.61,overcast clouds
620,Greenwood,US,34.1668,-82.1165,70.48,35,11,4.45,few clouds
621,Gushikawa,JP,26.3544,127.8686,85.62,58,1,13.8,clear sky
622,Krasnoselkup,RU,65.7,82.4667,31.68,94,99,10.07,overcast clouds
623,Neryungri,RU,56.6709,124.6491,33.57,56,100,7.92,overcast clouds
624,Milkovo,RU,54.7167,158.6167,49.1,80,100,2.08,overcast clouds
625,Yaring,TH,6.8662,101.3689,89.15,67,100,6.33,overcast clouds
626,Palatka,US,29.6486,-81.6376,80.98,81,0,3.67,clear sky
627,Huron,US,41.1501,-82.5499,60.73,76,4,7.45,clear sky
628,Doha,QA,25.2867,51.5333,89.58,37,0,4.61,clear sky
629,Bereda,ES,43.2686,-7.5406,62.35,100,97,5.93,overcast clouds
630,Jingdezhen,CN,29.2947,117.2079,90.7,47,49,4.99,scattered clouds
631,Van Buren,US,35.4368,-94.3483,72.41,96,100,1.99,overcast clouds
632,Stony Plain,CA,53.5334,-114.0021,52.75,46,38,8.03,scattered clouds
633,Tocopilla,CL,-22.092,-70.1979,62.56,70,13,8.21,few clouds
634,Tynda,RU,55.1667,124.7167,39.47,45,63,3.91,broken clouds
635,Baruun-Urt,MN,46.6806,113.2792,54.41,39,100,15.05,overcast clouds
636,Labrea,BR,-7.2586,-64.7981,75.34,90,93,2.89,overcast clouds
637,Shepsi,RU,44.0361,39.1489,57.49,75,77,9.62,broken clouds
638,Hamina,FI,60.5697,27.1979,47.48,90,97,11.86,overcast clouds
639,Morehead,US,37.2711,-87.1764,70.14,96,1,0.0,mist
640,Shahreza,IR,32.0339,51.8794,68.43,23,0,4.59,clear sky
641,Lovozero,RU,68.005,35.0117,38.86,89,97,6.46,overcast clouds
642,Kjollefjord,NO,70.9457,27.3465,46.83,83,49,26.26,scattered clouds
643,Songea,TZ,-10.6833,35.65,61.11,92,16,4.74,few clouds
644,Mataram,ID,-8.5833,116.1167,86.81,62,68,9.84,broken clouds
645,Kangaatsiaq,GL,68.3065,-53.4641,35.2,70,100,3.74,overcast clouds
646,Havelian,PK,34.0536,73.1657,71.82,74,20,2.35,few clouds
647,Lucea,JM,18.451,-78.1736,76.86,76,33,10.92,scattered clouds
648,Oksfjord,NO,70.2396,22.3479,50.07,90,45,12.1,scattered clouds
649,Richards Bay,ZA,-28.783,32.0377,67.82,92,100,4.29,light rain
650,Port Blair,IN,11.6667,92.75,83.39,75,100,10.85,overcast clouds
651,Kamakwie,SL,9.5,-12.2333,71.53,99,100,2.42,moderate rain
652,Nadvoitsy,RU,63.8667,34.3167,44.37,91,100,6.31,overcast clouds
653,Ereymentau,KZ,51.6199,73.1033,34.97,73,12,12.39,few clouds
654,Nchelenge,ZM,-9.3451,28.734,75.15,71,93,5.75,overcast clouds
655,North Bend,US,43.4065,-124.2243,57.85,98,76,9.78,broken clouds
656,Tautira,PF,-17.7333,-149.15,80.62,73,30,19.15,scattered clouds
657,Baft,IR,29.234,56.6057,70.34,13,26,3.85,scattered clouds
658,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.09,97,99,1.01,overcast clouds
659,Bardiyah,LY,31.7561,25.0865,72.52,57,100,15.26,overcast clouds
660,Flinders,AU,-34.5833,150.8552,69.26,73,69,4.52,light rain
661,Key Largo,US,25.0865,-80.4473,81.99,71,75,16.53,broken clouds
662,Kysyl-Syr,RU,63.8986,122.7617,42.66,44,7,7.18,clear sky
663,Kiunga,PG,-6.1219,141.2906,84.94,79,51,2.73,broken clouds
664,West Bay,KY,19.3667,-81.4167,82.99,82,1,1.99,clear sky
665,Kwinana,AU,-32.25,115.7667,66.81,62,84,5.99,broken clouds
666,Wattegama,LK,6.7989,81.4808,79.72,59,67,3.53,broken clouds
667,Mions,FR,45.6643,4.9499,60.94,85,0,4.61,clear sky
668,Lagoa,PT,39.05,-27.9833,70.41,91,8,15.43,clear sky
